,title,price,link
102,"ASUS ROG Strix SCAR 16 (2024), Intel Coreâ„¢ i9 14900HX 14th Gen, 16""(40.64cm) 2.5K QHD+240Hz, Gaming Laptop (32GB DDR5/2TB SSD/16GB RTX 4090/Win11/Per-Key RGB/90WHr/Black/2.65Kg),G634JYR-RA001WS  ","3,39,990",https://amazon.in//ASUS-CoreTM-14900HX-40-64cm-G634JYR-RA001WS/dp/B0CV1834D2/ref=sr_1_133?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-133
103,"HP Victus Windows 11 Home Gaming Laptop,AMD Ryzen 7 7840Hs Ai Powered,6Gb RTX 3050 Gpu,16.1-Inch (40.9 Cm),95W Tgp,Fhd,IPS,144Hz,16Gb Ddr5,1Tb Ssd,RGB Backlit Kb,B&O (Mso,Blue,2.29 Kg),S0089Ax  ","81,990",https://amazon.in//HP-Powered-16-1-inch-Backlit-s0089AX/dp/B0CNR7KRSC/ref=sr_1_134?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-134
104,"Dell Inspiron 5640 Laptop, Intel Core 5 120U Processor, 16GB DDR5 + 1TB SSD, 16"" (40.64cm) FHD+AG 250nits Display, Backlit KB + FPR, Win 11 + MSO'21 + 15 Months McAfee, Ice Blue Color, 1.87kg  ","77,490",https://amazon.in//Dell-Inspiron-Processor-40-64cm-250nits/dp/B0D3L9XB91/ref=sr_1_135?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-135
105,"ASUS Zenbook Duo OLED (2024), 14"" (35.56cm) FHD OLED Touch Display, Intel Core Ultra 9 185H, Built-in AI, Dual Screen Laptop (32GB/1TB SSD/Intel Arc Graphics/Win11/Gray/1.65 Kg), UX8406MA-QL961WS  ","2,39,890",https://amazon.in//ASUS-Zenbook-35-56cm-Graphics-UX8406MA-QL961WS/dp/B0CXPXLMBH/ref=sr_1_136?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-136
106,"(Refurbished) Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Windows 11 + Mso'21 & 15 Month McAfee, Silver, Thin & Light- 1.62kg  ","47,591",https://amazon.in//Refurbished-Dell-Inspiron-i5-1334U-Processor/dp/B0DJP2PBHT/ref=sr_1_137?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-137
107,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 7735HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 2021/NVIDIA RTX 3050 6GB/Alexa/3 Month Game Pass/Onyx Grey/2.3Kg), 82SB00QSIN  ","69,990",https://amazon.in//Lenovo-IdeaPad-Gaming-39-62cm-82SB00QSIN/dp/B0D8HXWJFK/ref=sr_1_138?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-138
108,"ASUS Vivobook 16, IntelCore i3-1215U 12th Gen, Thin and Light Laptop, 16-inch (40.64 cm) FHD+, (8 GB RAM/512GB SSD/Windows 11/Fingerprint/Black/1.88kg), X1605ZAB-MB322WS  ","32,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1Mjc5OTIzOTc4NTk3NjU5OjE3Mjk4NTkxNzI6c3BfbXRmOjMwMDE2NzAzNDc1MjUzMjo6MDo6&url=%2FASUS-Vivobook-Intel%25C2%25AECoreTM-FingerPrint-X1605ZAB-MB322WS%2Fdp%2FB0CFVYSZFG%2Fref%3Dsr_1_139_sspa%3Fcrid%3D234WC15ZUST3N%26dib%3DeyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729859172%26sprefix%3Dlap%252Caps%252C432%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
109,"Apple MacBook Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey  ","56,990",https://amazon.in//Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_3?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.L2wEpXgo8985OWtdIJRSaJr0DoSU8hGBiipM0xJ1_6joxPUKuchFKxvt9q4cLNCL7ztaKM56DhUB-iiQhYcpxnA4SuHfYyywdwu7m6STN7Lt6UM50UukxZ9RQ9OmUAwYaS3YJ_UQLCAaOhQuo15QMa0d2ACgbq4MffH_5JHMsDdMEl2q9qxc2N79L3nFPksDcp-mcPs-x4XAtqJE1n_2msm8CiLgyA-fd1KOhl1YQqQ.e-sO1AeDMhIHhWT9FN-nrKqQ68eYYubI18sd_mLPZCw&dib_tag=se&keywords=laptop&qid=1729858975&sprefix=lap%2Caps%2C432&sr=8-3
110,"Acer Chromebook CB315-4H Intel Celeron N4500 (Chrome OS/8 GB RAM/128 GB/WiFi 6) 39.6 cm (15.6"") Full HD, Silver, 1.6 KG, 3 Months Google One AI Premium Plan with Gemini Advanced & 2TB Cloud Storage  ","15,990",https://amazon.in//Acer-Chromebook-Celeron-Processor-CB315-4H/dp/B0DH4M1MJ3/ref=sr_1_16?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.L2wEpXgo8985OWtdIJRSaJr0DoSU8hGBiipM0xJ1_6joxPUKuchFKxvt9q4cLNCL7ztaKM56DhUB-iiQhYcpxnA4SuHfYyywdwu7m6STN7Lt6UM50UukxZ9RQ9OmUAwYaS3YJ_UQLCAaOhQuo15QMa0d2ACgbq4MffH_5JHMsDdMEl2q9qxc2N79L3nFPksDcp-mcPs-x4XAtqJE1n_2msm8CiLgyA-fd1KOhl1YQqQ.e-sO1AeDMhIHhWT9FN-nrKqQ68eYYubI18sd_mLPZCw&dib_tag=se&keywords=laptop&qid=1729858975&sprefix=lap%2Caps%2C432&sr=8-16
111,"Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 4050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41, 15.6"" FHD Display, 2.1 KG  ","74,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1Mjc5OTIzOTc4NTk3NjU5OjE3Mjk4NTkxNzI6c3BfbXRmOjMwMDM0NDAzNDYyNzYzMjo6MDo6&url=%2FAcer-7-7735HS-Graphics-Windows-ANV15-41%2Fdp%2FB0DFWRZLK5%2Fref%3Dsr_1_140_sspa%3Fcrid%3D234WC15ZUST3N%26dib%3DeyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729859172%26sprefix%3Dlap%252Caps%252C432%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
112,"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 (Cloud Silver)  ","11,990",https://amazon.in//AXL-VayuBook-Display-Resolution-Graphics/dp/B0CK5RCXPG/ref=sr_1_141?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-141
113,"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS, 15.6"" FHD 16:9 144Hz 250 nits, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA GeForce RTX 2050/Win 11 Home/48WHr Battery/Graphite Black/2.30Kg), FA566NFR-HN045WS  ","56,990",https://amazon.in//ASUS-Gaming-Ryzen-7435HS-15-6/dp/B0DFV4ZSNC/ref=sr_1_142?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-142
114,"ASUS Vivobook S 16 OLED (2024), Intel Core Ultra 7 155H, Built-in AI, 16"" 3.2K (40.64cm), 3200 x 2000 120Hz, (16GB/1TB SSD/Win 11/Intel Arc Graphics/MS Office 2021/Mist Blue/1.50Kg), S5606MA-MX751WS  ","1,16,919",https://amazon.in//ASUS-Vivobook-40-64cm-Graphics-S5606MA-MX751WS/dp/B09T9PP3TN/ref=sr_1_143?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-143
115,"ASUS VivoBook 15 (2022), IntelÂ®Coreâ„¢ i3-1215U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB/512 SSD//Windows 11/Office 2021/Backlit KB/Quiet Blue/1.7 kg), X1504ZA-NJ325WS  ","31,990",https://amazon.in//ASUS-VivoBook-Intel%C2%AECoreTM-i3-1215U-X1504ZA-NJ325WS/dp/B0CD47SZ5R/ref=sr_1_144?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-144
116,"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/Wifi 6/Intel Graphics/Win11 Home/65W) A324-51, Steel Gray, 1.45KG  ","26,980",https://amazon.in//Acer-i3-1215U-Processor-LED-Backlit-A324-51/dp/B0D817J16G/ref=sr_1_145?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-145
117,"ASUS Vivobook 15 Thin and Light Laptop,Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, (16GB RAM/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ541WS  ","48,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ541WS/dp/B0C7H6SSC8/ref=sr_1_146?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-146
118,"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray  ","39,990",https://amazon.in//MagicBook-i5-12450H-Anti-Glare-Full-Size-Keyboard/dp/B0CRQB4HBP/ref=sr_1_147?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-147
119,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black  ","14,800",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR4CM7JG/ref=sr_1_148?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI&dib_tag=se&keywords=laptop&qid=1729859172&sprefix=lap%2Caps%2C432&sr=8-148
120,"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07RIH  ","43,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1Mjc5OTIzOTc4NTk3NjU5OjE3Mjk4NTkxNzI6c3BfYnRmOjMwMDM0MDk2Njg0OTUzMjo6MDo6&url=%2FLenovo-V15-i5-1235U-Windows-82TTA07RIH%2Fdp%2FB0DDY3SG2G%2Fref%3Dsr_1_149_sspa%3Fcrid%3D234WC15ZUST3N%26dib%3DeyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729859172%26sprefix%3Dlap%252Caps%252C432%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
121,"MSI Thin 15, Intel Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR 4GB /Cosmos Gray/1.86Kg), B12UCX-1695IN  ","46,990",https://amazon.in//MSI-i5-12450H-Windows-GeForce-B12UCX-1695IN/dp/B0CV9S9VTD/ref=sr_1_17?crid=234WC15ZUST3N&dib=eyJ2IjoiMSJ9.L2wEpXgo8985OWtdIJRSaJr0DoSU8hGBiipM0xJ1_6joxPUKuchFKxvt9q4cLNCL7ztaKM56DhUB-iiQhYcpxnA4SuHfYyywdwu7m6STN7Lt6UM50UukxZ9RQ9OmUAwYaS3YJ_UQLCAaOhQuo15QMa0d2ACgbq4MffH_5JHMsDdMEl2q9qxc2N79L3nFPksDcp-mcPs-x4XAtqJE1n_2msm8CiLgyA-fd1KOhl1YQqQ.e-sO1AeDMhIHhWT9FN-nrKqQ68eYYubI18sd_mLPZCw&dib_tag=se&keywords=laptop&qid=1729858975&sprefix=lap%2Caps%2C432&sr=8-17
122,"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 15.6"" HD Thin and Light Laptop (8 GB/512GB SDD/Windows 11 Home/1Yr Warranty/Cloud Grey/1.58Kg), 82VG00ESIN  ","36,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1Mjc5OTIzOTc4NTk3NjU5OjE3Mjk4NTkxNzI6c3BfYnRmOjMwMDA3MjA1MjEyMzIzMjo6MDo6&url=%2FLenovo-IdeaPad-Windows-Warranty-82VG00ESIN%2Fdp%2FB0CJVGKM7D%2Fref%3Dsr_1_150_sspa%3Fcrid%3D234WC15ZUST3N%26dib%3DeyJ2IjoiMSJ9.D3qZAkoDps65nNGwl2vbI7vdPJuO1-zWPQMgqFRRUga-rQ9zhL0DG1xU12KeYhWlG5L3lqnWykv8bnyG5-trv8m_sDRtY3kfrqAgyMzbZbSCMMctFJM_s3oJrO9Ewzg-UTuI1jyA8LYcny4F8XGYXRyTtdmVxSoj1W5UMki2ZP3NSNzpYCbR4rZtryfBhkjilbl6Og4DkPGDouJw1ffXuGEdzKFMbLGNKJobJ6w0E6A.KQVm5Opx0r2AaU46mdc-F28RSDELgF14s30DUS6zRMI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729859172%26sprefix%3Dlap%252Caps%252C432%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
123,"Apple 2024 MacBook Air 15â€³ Laptop with M3 chip: 38.91 cm (15.3â€³) Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Starlight  ","1,39,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzY0NzUwNTQyNjYxOTg2OjE3Mjk4NTkxODc6c3BfYXRmX25leHQ6MzAwMzUwNjk4MzEzMDMyOjowOjo&url=%2FApple-2024-MacBook-Laptop-chip%2Fdp%2FB0CX24SZZ2%2Fref%3Dsr_1_145_sspa%3Fcrid%3D234WC15ZUST3N%26dib%3DeyJ2IjoiMSJ9.f5JY9Mcu_hgAJbcZafoi9CQ8SA3MmssBDy0sTaWoRkZQMy5b11-Gcw7qACd7NY5WNXL1RiGN7HEHPsiyfp-NrXXFSej0sreNu-zLw6K2We9HKtebcma8ecNhRca9a8-SKYvPvtI8kGRLeZd8IGVI9RagAwoOB12WY1J25Al5-0p7Ss5sWhKtHA13-6BrZN4ucjqvEn9J1FAaVIQldUq_Lh3UlLkQaD6Wa6f_kyZSP9c.DRZz_O32pjJ1hfmnW9akBfEG65Mj4-COatLwgDXsfFw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729859187%26sprefix%3Dlap%252Caps%252C432%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
124,"ASUS Vivobook Go 14 (2023) Thin & Light Laptop,AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, (8GB RAM/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS  ","36,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzY0NzUwNTQyNjYxOTg2OjE3Mjk4NTkxODc6c3BfYXRmX25leHQ6MzAwMTU2MTk0NjgxNDMyOjowOjo&url=%2FASUS-Vivobook-14-inch-Windows-E1404FA-NK521WS%2Fdp%2FB0BVMM9CW5%2Fref%3Dsr_1_146_sspa%3Fcrid%3D234WC15ZUST3N%26dib%3DeyJ2IjoiMSJ9.f5JY9Mcu_hgAJbcZafoi9CQ8SA3MmssBDy0sTaWoRkZQMy5b11-Gcw7qACd7NY5WNXL1RiGN7HEHPsiyfp-NrXXFSej0sreNu-zLw6K2We9HKtebcma8ecNhRca9a8-SKYvPvtI8kGRLeZd8IGVI9RagAwoOB12WY1J25Al5-0p7Ss5sWhKtHA13-6BrZN4ucjqvEn9J1FAaVIQldUq_Lh3UlLkQaD6Wa6f_kyZSP9c.DRZz_O32pjJ1hfmnW9akBfEG65Mj4-COatLwgDXsfFw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1729859187%26sprefix%3Dlap%252Caps%252C432%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
